"district_code","prov","island_code","island_2","year","total_area","total_prod","cassava_area","cassava_prod","corn_area","corn_prod","rice_area_avg","rice_corn_area_avg","lprod","ihs_total_prod","agric_per_capita","conflict","conflict_mean","resource","gov_prog","separatist","identity","pop_justice","law_enf","rgrowing_season","rgrowing_season_cm","tgrowing_season","roff_season","roff_season_cm","total_rainfall","posrain","negrain","tercile1","tercile2","tercile3","toff_season","z_rgrowing_season_cm","z_roff_season_cm","z_tgrowing_season","z_toff_season","area_district","center","x_stub","y_stub","urban_avg","relig_herfindahl","lang_herfindahl","skilled_ag_avg","ag_labor_avg","ed_level_avg","literacy_avg","pop_density","floor1_avg","wall1_avg","roof1_avg","census_people","owner_avg","z_urban_avg","z_relig_herfindahl","z_lang_herfindahl","z_skilled_ag_avg","z_ag_labor_avg","z_ed_level_avg","z_literacy_avg","z_pop_density","z_floor1_avg","z_wall1_avg","z_roof1_avg","z_owner_avg","slope1","slope2","slope3","slope4","slope5","z_slope1","z_slope2","z_slope3","z_slope4","z_slope5","sum_1997","sum_elec_1997","ground_1997","sum_irrigation_ha","sum_groundwater_irrigation","sum_electric_capacity","ground_dams_ha","irrigation_cont","irrigation","irri_rice","irri_corn_rice","irri_ha_cont","irri_ha","ground_dams","ground_ha","irri_capita","ln_irrigation","ln_ground_dams","lirrigation","lground_dams","z_sum_1997","z_sum_elec_1997","z_ground_1997","z_ground_dams_ha","z_irrigation_cont","z_irri_rice","z_irri_corn_rice","z_irri_ha_cont","z_irri_ha","z_ground_dams","z_ground_ha","z_irri_capita","z_rain_ground_dams_ha","z_temp_ground_dams_ha","z_rain_irrigation_cont","z_temp_irrigation_cont","d1998","d1999","d2000","d2001","d2002","d2003","d2004","d2005","d2006","d2007","d2008","d2009","d2010","d2011","d2012","d2013","d2014","f1","f2","f3","prov_code1","prov_code2","prov_code3","prov_code4","prov_code5","prov_code6","prov_code7","prov_code8","prov_code9","prov_code10","prov_code11","prov_code12","prov_code13","prov_code14","prov_code15","prov_code16","prov_code17","prov_code18","prov_code19","prov_code20","prov_code21","prov_code22","prov_code23","prov_code24","prov_code1_year","prov_code2_year","prov_code3_year","prov_code4_year","prov_code5_year","prov_code6_year","prov_code7_year","prov_code8_year","prov_code9_year","prov_code10_year","prov_code11_year","prov_code12_year","prov_code13_year","prov_code14_year","prov_code15_year","prov_code16_year","prov_code17_year","prov_code18_year","prov_code19_year","prov_code20_year","prov_code21_year","prov_code22_year","prov_code23_year","prov_code24_year"
1101,11,8,1,2006,30460,124524,495,6145,543,1464,31711,30947.8828125,11.7322540283203,12.4254009279693,5.01827764511108,5,59.4117660522461,1,3,1,0,2,1,1834.64762055506,18.3464756011963,24.7925060381302,1524.47092961912,15.2447090148926,33.5911865234375,18.3464756011963,0,0,1,0,25.1118988793047,0.38405579328537,1.43304518357789,-0.135804712772369,0.0121502586380727,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,850,40,0,0.000112485613499302,0.00250280485488474,773.714233398438,0.00126139190979302,0.0012924955226481,0.0023903192486614,0,40,0.000112485613499302,0.00327198370359838,6.65120267868042,3.68887948989868,7.34435019609762,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.139551954625229,-0.14006464469067,-0.124054335127648,-0.139842974218103,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,-0.0557500906288624,0.0197136066854,-0.0535957366228104,0.0189518127590418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.118901379406452,0.517901241779327,0.00891616940498352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2005,40165,162569,867,10754,1696,4546,31711,30947.8828125,11.9988574981689,12.6920049865823,5.01827764511108,45,59.4117660522461,1,0,41,0,2,1,1465.31687242803,14.6531686782837,25.190312507624,1567.13917906513,15.6713914871216,30.3245601654053,0,14.6531686782837,1,0,0,25.2462675314585,-1.96253955364227,1.51928279446886,1.13180077075958,0.0666868650514617,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,0,40,0,0.000112485613499302,0.000112485613499302,773.714233398438,0.00126139190979302,0.0012924955226481,0,0,40,0.000112485613499302,0.00327198370359838,6.65120267868042,3.68887948989868,7.34435019609762,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.15326393538939,-0.14006464469067,-0.124054335127648,-0.153554302135503,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,0.284885048866272,-0.164293825626373,0.300786525011063,-0.173464238643646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.168173685669899,-0.130056545138359,0.104782737791538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2007,37606,155051,476,5788,1183,3281,31711,30947.8828125,11.951509475708,12.6446565546106,5.01827764511108,9,59.4117660522461,4,2,0,1,2,2,1929.24422285541,19.2924423217773,24.9803626771039,1796.18207238583,17.961820602417,37.254264831543,19.2924423217773,0,0,0,1,25.08985396781,0.985089242458344,1.98220580554625,0.462798207998276,0.00320282452797642,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,850,40,0,0.000112485613499302,0.00250280485488474,773.714233398438,0.00126139190979302,0.0012924955226481,0.0023903192486614,0,40,0.000112485613499302,0.00327198370359838,6.65120267868042,3.68887948989868,7.34435019609762,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.139551954625229,-0.14006464469067,-0.124054335127648,-0.139842974218103,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,-0.142996966838837,-0.0671804547309875,-0.137471124529839,-0.0645843967795372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.39375039935112,0.371736764907837,0.0602538585662842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2001,15683,68420.3984375,204.800003051758,1975.40002441406,0,0,31711,30947.8828125,11.1334266662598,11.8265734625349,5.01827764511108,158,59.4117660522461,0,0,158,0,0,0,1687.70402025965,16.8770408630371,24.7897343810155,1527.92159966239,15.2792158126831,32.1562576293945,16.8770408630371,0,0,1,0,25.2016004208362,-0.549570560455322,1.44001941850581,-0.144636556506157,0.0485576913745474,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,0,40,0,0.000112485613499302,0.000112485613499302,653.974304199219,0.00126139190979302,0.0012924955226481,0,0,40,0.000112485613499302,0.00327198370359838,6.48306798934937,3.68887948989868,7.17621582557542,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.15326393538939,-0.14006464469067,-0.124054335127648,-0.153554302135503,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,0.0797764509916306,0.0209956504404545,0.0842293500900269,0.0221675671637058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.414828658103943,-0.0835245996713638,0.387040436267853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2000,22501,85525.5,235,0,0,0,31711,30947.8828125,11.3565702438354,12.0497170366666,5.01827764511108,80,59.4117660522461,0,0,79,0,1,0,1815.11992191624,18.1511993408203,24.4337594443969,1369.44491927828,13.6944494247437,31.8456497192383,18.1511993408203,0,0,1,0,24.8648072136373,0.259984225034714,1.11971925149342,-1.27894639968872,-0.0881375741453878,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,0,40,0,0.000112485613499302,0.000112485613499302,653.974304199219,0.00126139190979302,0.0012924955226481,0,0,40,0.000112485613499302,0.00327198370359838,6.48306798934937,3.68887948989868,7.17621582557542,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.15326393538939,-0.14006464469067,-0.124054335127648,-0.153554302135503,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,-0.0377396829426289,0.185653701424599,-0.0398462042212486,0.196016356348991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.358463078737259,-0.10267449170351,0.189282387495041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2002,6836,57017,170.66667175293,1646.16662597656,0,0,31711,30947.8828125,10.9511051177979,11.6442519286012,5.01827764511108,159,59.4117660522461,0,0,159,0,0,0,1862.80943336505,18.6280937194824,25.0517831653236,1436.6952622138,14.3669528961182,32.9950485229492,18.6280937194824,0,0,0,1,25.3240870111187,0.562985897064209,1.25564021488395,0.690378725528717,0.0982716898264445,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,0,40,0,0.000112485613499302,0.000112485613499302,653.974304199219,0.00126139190979302,0.0012924955226481,0,0,40,0.000112485613499302,0.00327198370359838,6.48306798934937,3.68887948989868,7.17621582557542,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.15326393538939,-0.14006464469067,-0.124054335127648,-0.153554302135503,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,-0.0817238390445709,-0.100216366350651,-0.0862854346632957,-0.105810157954693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.415002554655075,-0.0835958495736122,0.389524132013321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2014,25446,121618,349,4538,616,2632,31711,30947.8828125,11.7086400985718,12.401787444452,5.01827764511108,8,59.4117660522461,4,2,0,1,2,1,1743.25234778943,17.432523727417,24.5508493007056,1663.13580246916,16.6313571929932,34.0638809204102,17.432523727417,0,0,1,0,24.9944805838811,-0.196636602282524,1.71330330011362,-0.905840992927551,-0.0355066558327214,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,850,40,0,0.000112485613499302,0.00250280485488474,773.714233398438,0.00126139190979302,0.0012924955226481,0.0023903192486614,0,40,0.000112485613499302,0.00327198370359838,6.65120267868042,3.68887948989868,7.34435019609762,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.139551954625229,-0.14006464469067,-0.124054335127648,-0.139842974218103,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,0.0285440515726805,0.131493180990219,0.0274410229176283,0.126411885023117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35802561044693,0.373657643795013,0.0712516829371452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2003,41019,169825,478,6057,465,129,31711,30947.8828125,12.0425233840942,12.7356709546281,5.01827764511108,200,59.4117660522461,0,0,199,0,1,0,1886.94761000322,18.8694763183594,25.0335021120118,1534.89558932156,15.3489561080933,34.218433380127,18.8694763183594,0,0,0,1,25.0937081305078,0.716351747512817,1.45411476305461,0.63212639093399,0.00476712506038418,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,0,40,0,0.000112485613499302,0.000112485613499302,653.974304199219,0.00126139190979302,0.0012924955226481,0,0,40,0.000112485613499302,0.00327198370359838,6.48306798934937,3.68887948989868,7.17621582557542,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.15326393538939,-0.14006464469067,-0.124054335127648,-0.153554302135503,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,-0.103986650705338,-0.0917603746056557,-0.10979089140892,-0.0968821793794632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.379328697919846,-0.111224994063377,0.487323731184006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,1999,36183,142559,297,3682,0,0,31711,30947.8828125,11.8675107955933,12.5606584086619,5.01827764511108,64,59.4117660522461,1,4,62,1,0,0,2059.03207766175,20.5903205871582,24.2378535436231,1574.88883612961,15.7488880157471,36.3392105102539,20.5903205871582,0,0,0,1,24.3388442188124,1.80971479415894,1.53494576615385,-1.9031982421875,-0.30161174670725,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,0,40,0,0.000112485613499302,0.000112485613499302,496.788360595703,0.00126139190979302,0.0012924955226481,0,0,40,0.000112485613499302,0.00327198370359838,6.20816421508789,3.68887948989868,6.90131229512201,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.15326393538939,-0.14006464469067,-0.124054335127648,-0.153554302135503,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,-0.262700796127319,0.276270985603333,-0.277364015579224,0.291691660881042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970244184136391,0.860960066318512,0.174376592040062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,11,8,1,2010,31711,139637,311,3834,222,601,31711,30947.8828125,11.8468017578125,12.5399486577454,5.01827764511108,12,59.4117660522461,5,4,0,1,3,3,1615.1989553657,16.1519889831543,25.4759124583985,1714.53445183077,17.1453437805176,33.2973327636719,0,16.1519889831543,0,1,0,25.4183691774882,-1.01024270057678,1.81718611279761,2.04186153411865,0.136538274455204,3556.0102,368,97.4409408569336,3.15597295761108,0,9825.671875,5170.64111328125,0.33804190158844,0.336580604314804,1.230881690979,0.159279108047485,0.220707714557648,0.103750608861446,0.748173415660858,0.381393074989319,12225,0.859230399131775,-1.36169981698127,0.512774371114006,-0.157790899734165,1.17531875645349,1.17085820956486,-0.641275035209441,-0.399754378508392,-0.506299678954264,-0.786250010622394,0.476483061635797,0.960134085046367,-0.60673531568545,3.47413862588472,15.5255906996447,6.92146503648691,3.78873004510056,3.78554018134764,-0.119390683974955,-0.341604751042102,-1.12239766230867,-1.4088147173774,-0.843069156884019,0,0,40,850,40,0,0.000112485613499302,0.00250280485488474,773.714233398438,0.00126139190979302,0.0012924955226481,0.0023903192486614,0,40,0.000112485613499302,0.00327198370359838,6.65120267868042,3.68887948989868,7.34435019609762,4.3821828480655,-0.180240098565782,-0.12392788483394,0.557036713156516,-0.145161437855283,-0.139551954625229,-0.14006464469067,-0.124054335127648,-0.139842974218103,-0.145628217701224,-0.178410261937333,0.336856625126006,-0.139403156731324,0.146648287773132,-0.296399563550949,0.14098134636879,-0.284945756196976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.76417887210846,0.771718800067902,0.0724543258547783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
